CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,FamilyName,TotalFee,C_Num,HomePlanet_Europa,HomePlanet_Earth,HomePlanet_Mars,Destination_TRAPPIST-1e,Destination_PSO J318.5-22,Destination_55 Cancri e,Father,Student,YoungAdult,Young,Adult,Unknown,GrandFather,HightSchool,Kinder,School,C_Deck_B,C_Deck_F,C_Deck_A,C_Deck_G,C_Deck_C,C_Deck_E,C_Deck_D,C_Deck_T,C_Side_P,C_Side_S
0,0,0.0,0.0,117.0,712.0,0.0,271,829.0,565.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.0,0.0,0.0,0.0,907.0,1520,907.0,926.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,577,0.0,445.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1006.0,1.0,0.0,0.0,308.0,379,1315.0,333.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1546,0.0,259.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,1821.0,2370.0,949.0,46.0,18,5186.0,104.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,733.0,0.0,688.0,1.0,0.0,2024,1422.0,729.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,33.0,0.0,56.0,708.0,1428,797.0,554.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,25.0,128.0,0.0,1240.0,784,1393.0,59.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,20,0.0,161.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,850.0,0.0,454.0,0.0,0.0,1293,1304.0,895.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,658.0,0.0,0.0,161.0,3.0,1114,822.0,1053.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,149,0.0,852.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,864.0,49.0,39.0,2376.0,2189,3328.0,165.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,806.0,100.0,9.0,0.0,47.0,1198,962.0,52.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1111,0.0,1268.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,1556,0.0,99.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,255,0.0,1145.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,2172,0.0,709.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0.0,0.0,591.0,40.0,173.0,2178,804.0,254.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,1.0,32.0,755.0,21.0,938,809.0,1448.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1295,0.0,855.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,5.0,4.0,541.0,238.0,1273,788.0,149.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,24,0.0,286.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0.0,1.0,0.0,808.0,0.0,880,809.0,1485.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,3477.0,0.0,1.0,5543.0,430,9021.0,171.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1185,0.0,10.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,104.0,2.0,0.0,801.0,960,907.0,968.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,210,0.0,1438.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,593.0,34.0,0.0,0.0,0.0,1305,627.0,1163.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,316.0,2.0,673.0,0.0,2204,991.0,401.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,3.0,0.0,61.0,0.0,742.0,1083,806.0,1414.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1608,0.0,50.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0.0,8882.0,21.0,2204.0,19.0,426,11126.0,56.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,354.0,2639.0,0.0,1180.0,0.0,1699,4173.0,559.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1770,0.0,817.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,105.0,0.0,37.0,518.0,0.0,2093,660.0,694.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,594,0.0,25.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1487,0.0,91.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.0,3815.0,0.0,322.0,0.0,1836,4137.0,47.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,223.0,0.0,13.0,514.0,41.0,611,791.0,376.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,4.0,0.0,28.0,0.0,2757.0,203,2789.0,467.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1651,0.0,114.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,155.0,0.0,1632.0,3.0,0.0,993,1790.0,101.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,122,0.0,988.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,1818,0.0,994.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,0.0,53.0,652.0,0.0,937,705.0,1053.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,766,0.0,133.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,36.0,0.0,0.0,1415.0,0.0,2051,1451.0,1115.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,13.0,6074.0,0.0,10385.0,299.0,574,16771.0,82.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0.0,0.0,1875.0,142.0,2.0,997,2019.0,922.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,2193,0.0,74.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,170.0,1256.0,0.0,3926.0,7121.0,425,12473.0,365.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,356.0,287.0,0.0,0.0,248.0,23,891.0,233.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,17432.0,0.0,241.0,2102.0,2057,19775.0,123.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.0,0.0,5.0,30.0,777.0,1786,812.0,869.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1794,0.0,217.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1327,0.0,3.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,2758.0,0.0,1.0,0.0,0.0,1959,2759.0,272.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,400.0,270.0,33.0,0.0,0.0,353,703.0,82.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,7.0,0.0,190.0,501.0,667,698.0,991.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,519.0,131.0,63.0,3.0,1243,716.0,776.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,308.0,35.0,415.0,10.0,0.0,2194,768.0,556.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,793.0,0.0,0.0,0.0,0.0,2180,793.0,316.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,742.0,21.0,10.0,26.0,4.0,337,803.0,336.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,450,0.0,31.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1589,0.0,1251.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,7762.0,2.0,0.0,98.0,676,7862.0,190.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,90.0,0.0,0.0,74.0,595.0,2164,759.0,701.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,401.0,0.0,693.0,62.0,0.0,1354,1156.0,376.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,836,0.0,652.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,942,0.0,839.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,36.0,588.0,0.0,1675.0,3597.0,746,5896.0,161.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1599,0.0,247.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,2197,0.0,1113.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,2000,0.0,431.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,803,0.0,31.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,714,0.0,1002.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,13.0,0.0,984.0,0.0,0.0,367,997.0,67.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,573,0.0,54.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,130,0.0,808.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,2984.0,23.0,686.0,173.0,1122,3866.0,258.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1423,0.0,41.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,328.0,6153.0,0.0,26.0,820.0,514,7327.0,274.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1942,0.0,150.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1471,0.0,1242.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,2132,0.0,82.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,44.0,1620.0,0.0,6.0,0.0,356,1670.0,522.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,673,0.0,98.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1664,0.0,678.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1622,0.0,980.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,719,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0.0,21.0,10424.0,1373.0,7218.0,632,19036.0,195.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,941,0.0,1465.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1275,0.0,50.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,639.0,0.0,0.0,0.0,0.0,1760,639.0,1030.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,646,0.0,636.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0.0,33.0,0.0,1324.0,0.0,1287,1357.0,488.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1603,0.0,143.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0.0,1234.0,0.0,1956.0,0.0,1642,3190.0,194.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1505,0.0,130.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,34,0.0,59.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1234,0.0,643.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,22.0,6073.0,0.0,1438.0,328.0,2066,7861.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1246.0,0.0,66.0,36.0,0.0,832,1348.0,868.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,2065.0,1650.0,356.0,1.0,1604,4072.0,94.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,59.0,1.0,327.0,557.0,0.0,64,944.0,857.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1798,0.0,43.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,347,0.0,765.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1443.0,1108.0,47.0,0.0,0.0,1623,2598.0,442.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1178,0.0,580.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,481,0.0,863.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,779,0.0,1033.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1534,0.0,362.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,755,0.0,1315.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,0.0,834.0,0.0,8.0,437,842.0,991.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,5.0,639.0,0.0,84.0,180.0,1189,908.0,295.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,449,0.0,922.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2956.0,0.0,10.0,12.0,692.0,528,3670.0,1235.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,6.0,0.0,0.0,800.0,3.0,967,809.0,1471.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,7920.0,270.0,1.0,322.0,303,8513.0,258.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,24.0,56.0,1.0,0.0,468.0,1160,549.0,1334.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,388.0,0.0,1792.0,2891.0,1555,5071.0,121.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,14.0,0.0,1081.0,0.0,0.0,914,1095.0,370.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,514,0.0,252.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1148,0.0,450.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,1284,0.0,1135.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,1678.0,0.0,36.0,3128.0,36,4842.0,86.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,275,0.0,1410.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,641,0.0,453.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1998.0,0.0,13.0,87.0,0.0,726,2098.0,445.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,464.0,0.0,1432.0,0.0,0.0,1773,1896.0,166.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,705.0,3.0,0.0,0.0,0.0,755,708.0,213.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,965.0,0.0,23.0,3.0,0.0,2139,991.0,102.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1.0,0.0,133.0,104.0,574.0,804,812.0,463.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,1604.0,4058.0,4094.0,124.0,362,9880.0,218.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.0,10.0,159.0,0.0,125.0,2119,294.0,916.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,131.0,0.0,8873.0,469.0,2189,9473.0,27.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.0,3.0,0.0,0.0,1099.0,2182,1102.0,48.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,2138.0,0.0,0.0,659.0,0.0,94,2797.0,426.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,122.0,170.0,52.0,0.0,465.0,137,809.0,576.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,996.0,0.0,726.0,813.0,228,2535.0,450.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0.0,0.0,5.0,756.0,0.0,548,761.0,752.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1210,0.0,1493.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,47.0,0.0,0.0,0.0,2711.0,201,2758.0,1166.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,1285.0,0.0,3030.0,334.0,2105,4649.0,325.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,93,0.0,1747.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,447,0.0,435.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,1259,0.0,1058.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,851,0.0,1368.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,3.0,854.0,23.0,0.0,0.0,815,880.0,1379.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1095.0,0.0,54.0,0.0,0.0,645,1149.0,1626.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,31.0,2076.0,77.0,0.0,2150,2184.0,1240.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1753,0.0,1534.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,2057,0.0,123.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1046.0,0.0,1553.0,0.0,0.0,378,2599.0,667.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,2132,0.0,813.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
